cell_id,class,model,delta_closing_circularity_ae,delta_null_circularity_ae,delta_specific_circularity_ae,delta_closing_perimeter_ae,delta_null_perimeter_ae,delta_specific_perimeter_ae,delta_closing_nc_ae,delta_null_nc_ae,delta_specific_nc_ae,delta_closing_area_ae,delta_null_area_ae,delta_specific_area_ae,delta_closing_nucleus_dice,delta_null_nucleus_dice,delta_specific_nucleus_dice,delta_closing_foreground_dice,delta_null_foreground_dice,delta_specific_foreground_dice,closing_benefit_circularity_ae,null_benefit_circularity_ae,raw_circularity_signed_bias,roundness_group,raw_invalid_rate,closing_invalid_rate,null_invalid_rate
149014929-149015022-002,light_dysplastic,nc_aware_lambda_0p10,0.0636727781023868,0.000842988841642689,0.06282978926074412,11.715729594230652,3.5319643020629883,8.183765292167664,-0.0018070250918057473,0.018542401194970914,-0.020349426286776662,20.0,0.0,20.0,6.461755575848382e-05,-0.003445882090665653,0.0035104996464241367,-0.0009524505874358713,-0.0022534237890574627,0.0013009732016215914,-0.0636727781023868,-0.000842988841642689,0.11405772560011429,over_circular,0.0,0.0,0.0
149053341-149053350-001,moderate_dysplastic,nc_aware_lambda_0p10,-0.05669703471868359,-0.002450394784571097,-0.054246639934112495,-9.615224361419678,-3.5735939741134644,-6.041630387306213,0.002940488085652726,-0.018754992897999534,0.02169548098365226,15.0,-109.0,124.0,-0.0009655736364380108,0.005911707672561328,-0.006877281308999339,-0.0008433628758796052,0.005233112472353141,-0.006076475348232746,0.05669703471868359,0.002450394784571097,-0.07051702071798205,under_circular,0.0,0.0,0.0
149053945-149053969-001,moderate_dysplastic,nc_aware_lambda_0p10,-0.03749569693464805,0.0025531767412065864,-0.040048873675854635,-5.857864737510681,-2.2010111808776855,-3.6568535566329956,0.001644570647279353,-0.008652209259313703,0.010296779906593057,10.0,-53.0,63.0,-0.0014070410019453305,0.0075403081229843405,-0.008947349124929671,-0.001019691831229519,0.005440349914319631,-0.00646004174554915,0.03749569693464805,-0.0025531767412065864,-0.15339871807705707,under_circular,0.0,0.0,0.0
149053945-149053976-001,moderate_dysplastic,nc_aware_lambda_0p10,-0.1371363684217446,-0.012230453836312272,-0.12490591458543232,16.89444100856781,4.610170841217041,12.284270167350769,0.002364935892949338,-0.015406254011630899,0.017771189904580237,35.0,-195.0,230.0,-0.0030752741664509253,0.00431810544579303,-0.0073933796122439555,-0.001979457462798262,0.0032528138271712415,-0.005232271289969503,0.1371363684217446,0.012230453836312272,-0.154613989872323,under_circular,0.0,0.0,0.0
149054642-149054677-003,light_dysplastic,nc_aware_lambda_0p10,0.018799916450498166,0.006959635371595496,0.01184028107890267,1.1715731620788574,1.41421377658844,-0.24264061450958252,-0.0005699119722963886,0.014273751583015193,-0.014843663555311581,-3.0,68.0,-71.0,0.0007108002325721952,-0.014571816539160731,0.015282616771732926,0.00045507950505130346,-0.01045620329130903,0.010911282796360333,-0.018799916450498166,-0.006959635371595496,0.013474045493878761,over_circular,0.0,0.0,0.0
149056321-149056343-001,severe_dysplastic,nc_aware_lambda_0p10,-0.07410141395599146,-0.013508420391712739,-0.06059299356427872,-16.05887544155121,-5.875110626220703,-10.183764815330505,0.003403741418685602,-0.018685291497812617,0.02208903291649822,30.0,-109.0,139.0,-0.0009580633636836478,0.0019143310256952706,-0.0028723943893789183,-0.0008568399782610259,0.0018959737810737565,-0.0027528137593347823,0.07410141395599146,0.013508420391712739,-0.10476463937332436,under_circular,0.0,0.0,0.0
149056321-149056360-001,severe_dysplastic,nc_aware_lambda_0p10,0.01986501900069637,0.007323161211545304,0.012541857789151067,-2.585786461830139,-2.0000001192092896,-0.5857863426208496,0.0024528529798124588,-0.021021041197746948,0.023473894177559407,3.0,-26.0,29.0,-0.0005166915258931759,0.0045043183416809685,-0.005021009867574144,-0.0005657672499481681,0.004904074604278552,-0.00546984185422672,-0.01986501900069637,-0.007323161211545304,0.12322401084976353,over_circular,0.0,0.0,0.0
149056410-149056458-001,severe_dysplastic,nc_aware_lambda_0p10,0.007154693695711534,0.004409813844641786,0.002744879851069748,-0.5857865810394287,-0.8284276723861694,0.24264109134674072,0.0016647982710598086,-0.006633968868011486,0.008298767139071295,1.0,-4.0,5.0,-0.00031631823286837335,0.0012674950476153635,-0.0015838132804837368,-0.000351214156399271,0.001404813048261122,-0.001756027204660393,-0.007154693695711534,-0.004409813844641786,0.034104391719843696,over_circular,0.0,0.0,0.0
149056873-149056884-001,severe_dysplastic,nc_aware_lambda_0p10,0.019834157812972486,-0.009829474332431642,0.02966363214540413,-0.30151593685150146,0.04163062572479248,-0.34314656257629395,-0.0017861443624761497,-0.023194679152623077,0.021408534790146927,3.0,-9.0,12.0,0.00029324448075185305,-0.0035715180308432126,0.0038647625115950657,-3.811941731224344e-05,0.0022390135617658125,-0.002277132979078056,-0.019834157812972486,0.009829474332431642,0.015622801337425885,over_circular,0.0,0.0,0.0
149056873-149056884-002,severe_dysplastic,nc_aware_lambda_0p10,-0.0022073659957814185,0.003230168840308134,-0.005437534836089553,0.0,0.0,0.0,-0.0036221626195657164,0.07748578542200313,-0.08110794804156884,0.0,25.0,-25.0,0.0,-0.008012322527087945,0.008012322527087945,0.0008809456433624963,-0.01975355127797629,0.020634496921338785,0.0022073659957814185,-0.003230168840308134,-0.011018556108911781,under_circular,0.0,0.0,0.0
