split,cell_id,class,seed,model,degradation,severity,clean_foreground_dice,degraded_foreground_dice,delta_foreground_dice,clean_nucleus_dice,degraded_nucleus_dice,delta_nucleus_dice,clean_cytoplasm_dice,degraded_cytoplasm_dice,delta_cytoplasm_dice,clean_nc_absolute_error,degraded_nc_absolute_error,delta_nc_absolute_error,clean_circularity_absolute_error,degraded_circularity_absolute_error,delta_circularity_absolute_error,clean_nucleus_area_absolute_error,degraded_nucleus_area_absolute_error,delta_nucleus_area_absolute_error,clean_cytoplasm_area_absolute_error,degraded_cytoplasm_area_absolute_error,delta_cytoplasm_area_absolute_error
calibration,157184850-157184891-001,normal_superficiel,20260803,baseline,gaussian_noise,10,0.9120373933467993,0.913643952149217,0.001606558802417668,0.9203007518796993,0.9241274658573596,0.003826713977660323,0.9037740348138995,0.9031604384410743,-0.0006135963728252092,0.0008319334102268022,0.0009558517232175386,0.0001239183129907364,0.18320004848709592,0.14395724483578665,-0.03924280365130928,20,8,-12,13368,13407,39
calibration,157184850-157184891-001,normal_superficiel,20260803,baseline,gaussian_noise,20,0.9120373933467993,0.9022119419980696,-0.009825451348729697,0.9203007518796993,0.9015384615384615,-0.018762290341237775,0.9037740348138995,0.9028854224576779,-0.0008886123562216186,0.0008319334102268022,0.0010652116034225558,0.00023327819319575362,0.18320004848709592,0.2046562881773647,0.021456239690268775,20,10,-10,13368,12318,-1050
calibration,157184850-157184891-001,normal_superficiel,20260803,baseline,gaussian_noise,30,0.9120373933467993,0.9007813756971822,-0.011256017649617145,0.9203007518796993,0.8961661341853036,-0.024134617694395732,0.9037740348138995,0.9053966172090608,0.0016225823951613316,0.0008319334102268022,0.0015249132936484963,0.0006929798834216941,0.18320004848709592,0.15110026193770731,-0.03209978654938861,20,58,38,13368,11829,-1539
calibration,157185433-157185479-001,normal_columnar,20260803,baseline,gaussian_blur,1,0.49764611657532454,0.4889735870058828,-0.008672529569441756,0.6512968299711815,0.6452533904354033,-0.006043439535778239,0.34399540317946753,0.33269378357636226,-0.011301619603105273,0.3639657226242592,0.3802957848802474,0.01633006225598821,0.009478714059301563,0.037699777800657364,0.0282210637413558,1438,1477,39,629,620,-9
calibration,157185433-157185479-001,normal_columnar,20260803,baseline,gaussian_blur,2,0.49764611657532454,0.48855326733873394,-0.009092849236590594,0.6512968299711815,0.6435196195005946,-0.007777210470586993,0.34399540317946753,0.33358691517687333,-0.010408488002594196,0.3639657226242592,0.3658457182382183,0.001879995613959129,0.009478714059301563,0.055187741301374715,0.04570902724207315,1438,1479,41,629,666,37
calibration,157185433-157185479-001,normal_columnar,20260803,baseline,gaussian_blur,3,0.49764611657532454,0.4885886493138015,-0.009057467261523011,0.6512968299711815,0.6444073455759599,-0.0068894843952216345,0.34399540317946753,0.3327699530516432,-0.011225450127824332,0.3639657226242592,0.3406606347698151,-0.023305087854444073,0.009478714059301563,0.08066024531671967,0.07118153125741811,1438,1467,29,629,733,104
calibration,157185433-157185479-001,normal_columnar,20260803,baseline,gaussian_noise,10,0.49764611657532454,0.5919576198855283,0.09431150331020377,0.6512968299711815,0.7180710121886592,0.06677418221747766,0.34399540317946753,0.46584422758239735,0.12184882440292982,0.3639657226242592,0.1754178961816959,-0.1885478264425633,0.009478714059301563,0.10291934307930384,0.09344062902000227,1438,1048,-390,629,839,210
calibration,157185433-157185479-001,normal_columnar,20260803,baseline,gaussian_noise,20,0.49764611657532454,0.7792515519319242,0.28160543535659965,0.6512968299711815,0.8831696579749407,0.2318728280037592,0.34399540317946753,0.6753334458889076,0.3313380427094401,0.3639657226242592,0.1552622895069788,-0.2087034331172804,0.009478714059301563,0.09257571961733035,0.08309700555802879,1438,227,-1211,629,1331,702
calibration,157185433-157185479-001,normal_columnar,20260803,baseline,gaussian_noise,30,0.49764611657532454,0.7594364576262693,0.2617903410509448,0.6512968299711815,0.7902397260273972,0.13894289605621568,0.34399540317946753,0.7286331892251413,0.3846377860456738,0.3639657226242592,0.33194127635966286,-0.03202444626459633,0.009478714059301563,0.24165012950144782,0.23217141544214626,1438,390,-1048,629,1422,793
calibration,157185433-157185479-007,normal_columnar,20260803,baseline,gaussian_blur,1,0.8206494129225539,0.823514779536714,0.0028653666141601475,0.8488612836438924,0.8541666666666666,0.005305383022774279,0.7924375422012154,0.7928628924067614,0.00042535020554601566,0.05850010192575844,0.048961047471527464,-0.009539054454230977,0.035036049549192594,0.016586090860454372,-0.01844995868873822,438,420,-18,569,618,49
calibration,157185433-157185479-007,normal_columnar,20260803,baseline,gaussian_blur,2,0.8206494129225539,0.8341565664249371,0.013507153502383185,0.8488612836438924,0.8704295349662762,0.021568251322383825,0.7924375422012154,0.7978835978835979,0.0054460556823824335,0.05850010192575844,0.023288670568148484,-0.03521143135760996,0.035036049549192594,0.04523875897783447,0.010202709428641876,438,357,-81,569,724,155
calibration,157185433-157185479-007,normal_columnar,20260803,baseline,gaussian_blur,3,0.8206494129225539,0.8353793282636588,0.014729915341104904,0.8488612836438924,0.874328678839957,0.02546739519606467,0.7924375422012154,0.7964299776873606,0.0039924354861451405,0.05850010192575844,0.012194705793947769,-0.04630539613181067,0.035036049549192594,0.055630990423573,0.020594940874380407,438,333,-105,569,783,214
calibration,157185433-157185479-007,normal_columnar,20260803,baseline,gaussian_noise,10,0.8206494129225539,0.8546945002487025,0.03404508732614864,0.8488612836438924,0.886002886002886,0.037141602358993664,0.7924375422012154,0.8233861144945189,0.0309485722933035,0.05850010192575844,0.02845571882396647,-0.03004438310179197,0.035036049549192594,0.054389389731891336,0.01935334018269874,438,312,-126,569,553,-16
calibration,157185433-157185479-007,normal_columnar,20260803,baseline,gaussian_noise,20,0.8206494129225539,0.8721723453163104,0.05152293239375649,0.8488612836438924,0.9086082669700417,0.05974698332614936,0.7924375422012154,0.8357364236625792,0.043298881461363736,0.05850010192575844,0.008373181787152906,-0.050126920138605535,0.035036049549192594,0.06696454501953841,0.03192849547034582,438,177,-261,569,585,16
calibration,157185433-157185479-007,normal_columnar,20260803,baseline,gaussian_noise,30,0.8206494129225539,0.7842683418869076,-0.03638107103564625,0.8488612836438924,0.757823784304285,-0.09103749933960736,0.7924375422012154,0.8107128994695303,0.018275357268314862,0.05850010192575844,0.16338543106690612,0.10488532914114768,0.035036049549192594,0.3862097759959498,0.3511737264467572,438,383,-55,569,893,324
calibration,157185527-157185540-003,normal_columnar,20260803,baseline,gaussian_blur,1,0.8598355076426094,0.8527695985213664,-0.0070659091212430525,0.9393468118195957,0.9362229102167182,-0.0031239016028774547,0.7803242034656233,0.7693162868260145,-0.011007916639608761,0.1298874287240921,0.13079252594462543,0.0009050972205333352,0.056813216175549464,0.07087256093995542,0.014059344764405957,119,134,15,388,408,20
calibration,157185527-157185540-003,normal_columnar,20260803,baseline,gaussian_blur,2,0.8598355076426094,0.8466726931841382,-0.013162814458471228,0.9393468118195957,0.9336639801611903,-0.0056828316584053296,0.7803242034656233,0.759681406207086,-0.020642797258537238,0.1298874287240921,0.1503960629655846,0.020508634241492518,0.056813216175549464,0.09759542088746198,0.04078220471191252,119,130,11,388,451,63
calibration,157185527-157185540-003,normal_columnar,20260803,baseline,gaussian_blur,3,0.8598355076426094,0.8456326580414828,-0.01420284960112661,0.9393468118195957,0.935877385048483,-0.003469426771112727,0.7803242034656233,0.7553879310344828,-0.024936272431140494,0.1298874287240921,0.1916004637780736,0.06171303505398151,0.056813216175549464,0.10499213400781604,0.04817891783226658,119,101,-18,388,522,134
calibration,157185527-157185540-003,normal_columnar,20260803,baseline,gaussian_noise,10,0.8598355076426094,0.8802530597157459,0.020417552073136447,0.9393468118195957,0.9454301975225979,0.006083385703002264,0.7803242034656233,0.8150759219088937,0.03475171844327041,0.1298874287240921,0.2830030539175966,0.15311562519350452,0.056813216175549464,0.14570257107131657,0.0888893548957671,119,109,-10,388,498,110
