sample_id,parent_source_id,diagnostic_class,model,seed_aggregation,n_seed_rows,raw_circularity_ae,closing_circularity_ae,null_circularity_ae,closing_benefit,null_benefit,closing_specific_residual,raw_nucleus_dice,closing_nucleus_dice,null_nucleus_dice,raw_foreground_dice,closing_foreground_dice,null_foreground_dice,raw_area_ae,closing_area_ae,null_area_ae,raw_perimeter_ae,closing_perimeter_ae,null_perimeter_ae,raw_nc_ae,closing_nc_ae,null_nc_ae
Dyskeratotic__003_09,Dyskeratotic__003,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.03960723502249852,0.06463432854892659,0.06463434282529823,-0.010293536356812072,-0.010293536356812072,0.0,0.9285714285714286,0.9311163895486936,0.9279493269992082,0.748645903859174,0.7501022775508073,0.7480876188779184,2.0,5.0,5.0,2.58578622341156,3.9999994039535522,4.000000357627869,0.05201518119720097,0.05054239937387603,0.05054239937387603
Dyskeratotic__003_10,Dyskeratotic__003,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.03368708958129518,0.045950466398893886,0.04731164277084454,-0.012263376817598703,-0.009442502945846698,0.0,0.8407643312101911,0.841502227880331,0.8333333333333334,0.5351362639657513,0.5355522619516456,0.5355522619516456,242.0,241.0,241.0,19.071067810058594,19.656854033470154,19.656854033470154,0.4521557508332973,0.4521557508332973,0.4521557508332973
Dyskeratotic__003_11,Dyskeratotic__003,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.073457824659243,0.06973596822971606,0.06973596822971606,0.0,0.0,0.0,0.6648199445983379,0.6657439446366782,0.6657439446366782,0.382272231252337,0.3827479712161071,0.3827479712161071,484.0,483.0,483.0,32.38477611541748,32.97056257724762,32.97056233882904,0.30758032281299774,0.30758032281299774,0.30758032281299774
Dyskeratotic__003_12,Dyskeratotic__003,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.05332127434567785,0.05963998901346501,0.058922778037690915,-0.006318714667787162,-0.005601503692013066,-0.0007172109757740963,0.6370510396975425,0.6370510396975425,0.6370510396975425,0.5514022321775384,0.5514022321775384,0.5514022321775384,366.0,366.0,366.0,17.36396086215973,17.656854152679443,17.656854152679443,0.14666450665582062,0.14666450665582062,0.14666450665582062
Dyskeratotic__004_01,Dyskeratotic__004,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.15904949962173642,0.15904949962173642,0.15904949962173642,0.0,0.0,0.0,0.5630936227951153,0.5630936227951153,0.5630936227951153,0.45935128654397606,0.45935128654397606,0.45935128654397606,644.0,644.0,644.0,25.263455629348755,25.263455629348755,25.263455629348755,0.17043294364298509,0.17043294364298509,0.17043294364298509
Dyskeratotic__004_02,Dyskeratotic__004,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.04296609707606969,0.03560467598744865,0.03560467290448016,0.007361421088621034,0.007361424171589526,-3.0829684916078293e-09,0.8180815876515987,0.8190581107133021,0.8185072982649408,0.7086275706853035,0.7092396795815374,0.7088264753692073,646.0,643.0,643.0,20.26345646381378,21.142136096954346,21.14213651418686,0.1549435701248392,0.15428410124278497,0.15428410124278497
Dyskeratotic__004_03,Dyskeratotic__004,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.15526459687529232,0.13450083458349832,0.13491211840342104,0.020763762291793997,0.02035247847187127,0.00041128381992272534,0.7130242825607064,0.7137341423055709,0.7126309983452841,0.5737377510364507,0.574147884367525,0.5735963123873815,504.0,507.0,507.0,46.45584338903427,44.57716363668442,44.455843567848206,0.03385724970824466,0.03654278434025493,0.03654278434025493
Dyskeratotic__005_01,Dyskeratotic__005,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.007718697615227144,0.007718697615227144,0.007718697615227144,0.0,0.0,0.0,0.0,0.0,0.0,0.19087473002159827,0.19087473002159827,0.19087473002159827,631.0,631.0,631.0,28.870057106018066,28.870057106018066,28.870057106018066,0.15081261950286806,0.15081261950286806,0.15081261950286806
Dyskeratotic__005_02,Dyskeratotic__005,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.0274170912309043,0.023187849489265,0.024094336275704786,0.0042292417416393,0.003322754955199514,0.0009064867864397863,0.6126616746085772,0.6145479265805575,0.6145479265805575,0.47823064326653947,0.47920409737637615,0.47920409737637615,569.0,567.0,567.0,31.476659059524536,32.062445521354675,32.06244558095932,0.03196711433536424,0.03196711433536424,0.03196711433536424
Dyskeratotic__005_03,Dyskeratotic__005,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.11728903946456076,0.12316675288239087,0.12316675690151613,-0.0058777134178301105,-0.005877717436955365,4.019125254828282e-09,0.5603448275862069,0.5603448275862069,0.5603448275862069,0.5269786111293361,0.5269786111293361,0.5269786111293361,612.0,612.0,612.0,29.334523022174835,29.627416253089905,29.627416491508484,0.09501471941453035,0.09478952124965564,0.09478952124965564
Dyskeratotic__005_04,Dyskeratotic__005,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.03826309814816853,0.03826309814816853,0.03826309814816853,0.0,0.0,0.0,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.423518495720884,0.423518495720884,0.423518495720884,340.0,340.0,340.0,24.849242746829987,24.849242746829987,24.849242746829987,0.05232069208204611,0.05232069208204611,0.05232069208204611
Dyskeratotic__005_05,Dyskeratotic__005,Dyskeratotic,baseline,median_across_20260803_20260804_20260805,3,0.050609897227559986,0.050609897227559986,0.050609897227559986,0.0,0.0,0.0,0.8562434417628542,0.8562434417628542,0.8562434417628542,0.603742260261452,0.603742260261452,0.603742260261452,137.0,137.0,137.0,15.050252795219421,15.050252795219421,15.050252795219421,0.1819440318051847,0.1819440318051847,0.1819440318051847
